Waterbody OGF ID,Waterbody Location Identifier,Official Name,Official French Name,Unofficial Name,Latitude,Longitude,Effective Date,Expiry Date
125207686,17-5459-51662,Dwyer Lake,lac Dwyer,,46.650794,-80.4013176,01/01/2022,12/31/2022
125207687,17-4692-52303,Eli Lake,lac Eli,,47.22756,-81.40705,01/01/2022,12/31/2022
125207688,17-4890-52712,Gay Lake,lac Gay,,47.59618,-81.14647,01/01/2022,12/31/2022
125207689,17-4890-52706,Hook Lake,lac Hook,,47.5905863,-81.1456962,01/01/2022,12/31/2022
125207690,17-4707-52393,,,Ingrids Lake (Unofficial Name),47.3085453,-81.3874373,01/01/2022,12/31/2022
125207691,17-4697-52376,Jen Lake,lac Jen,,47.29339,-81.4012,01/01/2022,12/31/2022
125207692,17-4691-52318,,,Clems Lake (Unofficial Name),47.2409863,-81.4080904,01/01/2022,12/31/2022
125207693,17-4692-52328,Monday Lake,lac Monday,,47.24978,-81.40705,01/01/2022,12/31/2022
125207694,17-4159-52331,Moonshine Lake,lac Moonshine,,47.24784,-82.11152,01/01/2022,12/31/2022
125207695,17-4958-52242,,,Outpost Lake (Unofficial Name),47.1733119,-81.0552353,01/01/2022,12/31/2022
125207696,17-4886-52710,Pat Lake,lac Pat,,47.5945,-81.15146,01/01/2022,12/31/2022
125207697,17-3392-52731,,,Pat Lake (Unofficial Name),47.5934188,-83.1387022,01/01/2022,12/31/2022
125207698,17-4339-52563,Paul Lake,lac Paul,,47.4583155,-81.8767531,01/01/2022,12/31/2022
125207699,17-4689-52394,Pheasant Lake,lac Pheasant,,47.30895,-81.41148,01/01/2022,12/31/2022
125207700,17-3501-52609,,,Phyl's Lake (Unofficial Name),47.4863225,-82.98939,01/01/2022,12/31/2022
125207701,17-3319-52712,Red Bark Lake,lac Red Bark,,47.57481,-83.23486,01/01/2022,12/31/2022
125207702,17-5368-52742,,,Roadhouse Lake 19 (Unofficial Name),47.6221976,-80.5100359,01/01/2022,12/31/2022
125207703,17-5388-52737,,,Roadhouse Lake 20 (Unofficial Name),47.6175822,-80.4834637,01/01/2022,12/31/2022
125207704,17-4835-52232,Seagull Lake,lac Seagull,,47.16451,-81.21704,01/01/2022,12/31/2022
125207705,17-3510-52677,,,Stripcut Lake (Unofficial Name),47.5476756,-82.9800126,01/01/2022,12/31/2022
125207706,17-4713-52347,,,Suzuki Lake (Unofficial Name),47.2671808,-81.3792072,01/01/2022,12/31/2022
125207707,17-4152-52363,Tower Lake,lac Tower,,47.2768462,-82.121274,01/01/2022,12/31/2022
125207708,17-5063-52568,Tremble Lake,lac Tremble,,47.4693697,-80.9175587,01/01/2022,12/31/2022
125207709,17-4667-52570,Twin Lakes,lacs Twin,,47.4678609,-81.4416141,01/01/2022,12/31/2022
125207710,17-4669-52558,Walroth Lake,lac Walroth,,47.457,-81.43842,01/01/2022,12/31/2022
125207711,17-3192-52832,Wiener Lake,lac Wiener,,47.6786418,-83.4091233,01/01/2022,12/31/2022
125207712,17-3324-52714,White Bark Lake,lac White Bark,,47.57648,-83.22875,01/01/2022,12/31/2022
125207713,17-4880-52177,Wrench Lake,lac Wrench,,47.1143033,-81.1575916,01/01/2022,12/31/2022
125207714,17-4883-52718,Bob Lake,lac Bob,,47.6014647,-81.1551098,01/01/2022,12/31/2022
125207715,17-4348-52569,Bud Lake,lac Bud,,47.46395,-81.86538,01/01/2022,12/31/2022
125207716,17-4685-52503,Coyne Lake,lac Coyne,,47.40756,-81.41786,01/01/2022,12/31/2022
125207717,17-2794-51854,,,Deer Lake (Unofficial Name),46.7875505,-83.890756,01/01/2022,12/31/2022
125207718,17-4695-52285,Felix Lake,lac Félix,,47.21145,-81.40204,01/01/2022,12/31/2022
125207719,17-2739-51772,Leishman Lake,lac Leishman,,46.71227,-83.95743,01/01/2022,12/31/2022
125207720,17-4711-52351,,,Margaret Lake (Unofficial Name),47.2707713,-81.3818766,01/01/2022,12/31/2022
125207721,16-7087-51842,Robertson Lake,lac Robertson,,46.78061,-84.26633,01/01/2022,12/31/2022
125207722,16-7183-51703,Weashkog Lake,lac Weashkog,,46.6540196,-84.1482019,01/01/2022,12/31/2022
125207723,17-4344-52564,Azure Lake,lac Azure,,47.46006,-81.86955,01/01/2022,12/31/2022
125207724,17-4669-52549,Blackie's Lake,lac de Blackie,,47.44867,-81.43953,01/01/2022,12/31/2022
125207725,17-4888-52702,Jerry Lake,lac Jerry,,47.58701,-81.14925,01/01/2022,12/31/2022
125207726,17-5026-52366,Plier Lake,lac Plier,,47.28478,-80.9648,01/01/2022,12/31/2022
125207727,16-3615-55776,Blue Lake,lac Blue,,50.3350889,-88.9470755,01/01/2022,12/31/2022
125207728,16-5438-55808,,,E206 Lake (Unofficial Name),50.3792284,-86.3837477,01/01/2022,12/31/2022
125207729,16-4967-55711,,,Johnny Lake (Unofficial Name),50.2940631,-87.0463832,01/01/2022,12/31/2022
125207730,16-5163-55580,,,Jo-Jo Lake (Unofficial Name),50.1761142,-86.7723442,01/01/2022,12/31/2022
125207731,16-3595-55754,Secret Lake,lac Secret,,50.314934,-88.9742561,01/01/2022,12/31/2022
125207732,16-2947-57245,,,Whiz Lake (Unofficial Name),51.6361306,-89.9672187,01/01/2022,12/31/2022
125207733,17-3334-53694,Bittern Lake,lac Bittern,,48.4584934,-83.2531599,01/01/2022,12/31/2022
125207734,16-7057-55322,Pelican Lake,lac Pelican,,49.90869,-84.13549,01/01/2022,12/31/2022
125207735,16-7040-55459,Scaup Lake,lac Scaup,,50.03203,-84.15132,01/01/2022,12/31/2022
125207736,16-7056-55335,Swallow Lake,lac Swallow,,49.92065,-84.13603,01/01/2022,12/31/2022
125207737,16-6909-55255,Brave Lake,lac Brave,,49.8537,-84.34466,01/01/2022,12/31/2022
125207738,15-5982-54945,Berglund Lake,lac Berglund,,49.5966882,-91.6399146,01/01/2022,12/31/2022
125207739,15-4307-55463,,,Bill Lake (Unofficial Name),50.066968,-93.9686204,01/01/2022,12/31/2022
125207740,15-5844-54820,Butler Lake,lac Butler,,49.4873072,-91.8348928,01/01/2022,12/31/2022
125207741,15-4273-55408,Dog Lake,lac Dog,,50.0158881,-94.0139771,01/01/2022,12/31/2022
125207742,15-5698-55468,,,Highway Lake (Unofficial Name),50.0714172,-92.0248828,01/01/2022,12/31/2022
125207743,15-6286-55076,Krisko Lake,lac Krisko,,49.7091105,-91.2166674,01/01/2022,12/31/2022
125207744,15-6178-55745,,,Lake Mile 40 (Unofficial Name),50.3122279,-91.3460344,01/01/2022,12/31/2022
125207745,15-5840-54809,Little Butler Lake,petit lac Butler,,49.4767979,-91.8412079,01/01/2022,12/31/2022
125207746,15-5926-54974,Little Snowstorm Lake,petit lac Snowstorm,,49.6234909,-91.7183882,01/01/2022,12/31/2022
125207747,15-6296-55089,McLaurin Lake,lac McLaurin,,49.7209454,-91.2024151,01/01/2022,12/31/2022
125207748,15-5664-55461,Nyilas Lake,lac Nyilas,,50.0658062,-92.0721057,01/01/2022,12/31/2022
125207749,15-6026-54727,,,ODell Lake (Unofficial Name),49.4003693,-91.5861517,01/01/2022,12/31/2022
125207750,15-5919-54984,Reguly Lake,lac Reguly,,49.6336626,-91.7281993,01/01/2022,12/31/2022
125207751,15-5977-54938,Shrimp Lake,lac Shrimp,,49.590536,-91.6490514,01/01/2022,12/31/2022
125207752,15-5920-54966,Snowstorm Lake,lac Snowstorm,,49.6180804,-91.7262515,01/01/2022,12/31/2022
125207753,15-5660-55460,Snyder Lake,lac Snyder,,50.0644262,-92.0777735,01/01/2022,12/31/2022
125207754,15-4185-55443,Wreck Lake,lac Wreck,,50.0485098,-94.1373721,01/01/2022,12/31/2022
125207755,15-3457-55073,High Lake,lac High,,49.7021621,-95.1343061,01/01/2022,12/31/2022
125207756,16-2918-53702,Adrian Lake,lac Adrian,,48.4528978,-89.8161846,01/01/2022,12/31/2022
125207757,16-2794-53602,,,Aldina Lake (Unofficial Name),48.3586704,-89.9779385,01/01/2022,12/31/2022
125207758,16-3069-54790,Annette Lake,lac Annette,Tarrison Lake C (Unofficial Name),49.435084,-89.6635418,01/01/2022,12/31/2022
125207759,16-2966-53763,,,Bateman Lake (Unofficial Name),48.5088823,-89.7540949,01/01/2022,12/31/2022
125207760,16-2985-53313,Bell Lake,lac Bell,,48.104474,-89.7070905,01/01/2022,12/31/2022
125207761,15-7140-53395,,,Birch Lake (Unofficial Name),48.1747027,-90.1215904,01/01/2022,12/31/2022
125207763,16-3924-54227,,,Blake's Lake (Unofficial Name),48.9494412,-88.4700994,01/01/2022,12/31/2022
125207764,16-3760-53878,Caribou Lake,lac Caribou,,48.6285294,-88.6785573,01/01/2022,12/31/2022
125207765,16-3564-54403,Caro Lake,lac Caro,,49.1034447,-88.9638168,01/01/2022,12/31/2022
125207766,16-3778-54100,Cavern Lake,lac Cavern,,48.8320995,-88.6649088,01/01/2022,12/31/2022
125207767,16-3092-53506,,,Chub Lake (Unofficial Name),48.2818428,-89.5726722,01/01/2022,12/31/2022
125207769,16-4022-54348,Deer Lake,lac Deer,,49.0599449,-88.3396583,01/01/2022,12/31/2022
125207770,16-2884-53371,,,Devon Lake (Unofficial Name),48.1536743,-89.8451647,01/01/2022,12/31/2022
125207771,16-2881-53377,,,Devonline Lake (Unofficial Name),48.1589453,-89.8495988,01/01/2022,12/31/2022
125207772,16-2869-53467,,,Downy Lake (Unofficial Name),48.2397815,-89.8696077,01/01/2022,12/31/2022
125207773,16-3902-54246,Driftstone Lake,lac Driftstone,,48.9573157,-88.5037099,01/01/2022,12/31/2022
125207774,16-3848-54144,,,Dutchies Lake (Unofficial Name),48.8739721,-88.5716743,01/01/2022,12/31/2022
125207776,16-2851-53572,Echo Lake,lac Écho,,48.3252188,-89.8928396,01/01/2022,12/31/2022
125207777,15-7019-53400,Elbow Lake,lac Elbow,,48.1824668,-90.2759894,01/01/2022,12/31/2022
125207778,16-3800-54060,Fall Lake,lac Fall,,48.7972802,-88.6332894,01/01/2022,12/31/2022
125207779,16-3674-53926,Five Minute Lake,lac Five Minute,,48.6745602,-88.8016791,01/01/2022,12/31/2022
125207780,16-2864-53590,Float Lake,lac Float,,48.3432271,-89.8885866,01/01/2022,12/31/2022
125207781,15-7043-53335,,,Forrest Lake (Unofficial Name),48.1239747,-90.2547868,01/01/2022,12/31/2022
125207782,16-3705-54049,Furcate Lake,lac Furcate,,48.7860343,-88.7638068,01/01/2022,12/31/2022
125207783,16-4476-55060,Goddard Lake,lac Goddard,,49.7061645,-87.7271647,01/01/2022,12/31/2022
125207784,16-2969-53753,Gold Lake,lac Gold,,48.4996351,-89.7519617,01/01/2022,12/31/2022
125207785,16-3353-53852,Golding Lake,lac Golding,,48.5964526,-89.2339239,01/01/2022,12/31/2022
125207786,16-3766-54085,Grande Lake,lac Grande,,48.8186231,-88.6807466,01/01/2022,12/31/2022
125207787,16-3842-54320,,,McMaster Lake 79 (Hans's Lake) (Unofficial Name),49.0315895,-88.5845689,01/01/2022,12/31/2022
125207788,16-2810-53371,,,Hartington Lake 1 (Unofficial Name),48.151436,-89.9446688,01/01/2022,12/31/2022
125207789,15-7102-53515,Head Lake,lac Head,,48.2808036,-90.1583753,01/01/2022,12/31/2022
125207790,16-3726-54009,Himdick Lake,lac Himdick,,48.7556927,-88.7246943,01/01/2022,12/31/2022
125207791,15-6868-54326,Inwood Lake,lac Inwood,,49.01978,-90.44574,01/01/2022,12/31/2022
125207792,16-3774-53971,Jeff Lake,lac Jeff,,48.7221093,-88.6656897,01/01/2022,12/31/2022
125207793,16-2970-53313,,,Joan Lake (Unofficial Name),48.1045073,-89.7276487,01/01/2022,12/31/2022
125207795,15-7022-53474,,,Lake Lauries 1 (Unofficial Name),48.2497801,-90.2757283,01/01/2022,12/31/2022
125207796,15-7013-53461,,,Larrys Lake 3 (Unofficial Name),48.2379219,-90.2885695,01/01/2022,12/31/2022
125207797,16-2810-53378,,,Lismore Lake 1 (Unofficial Name),48.1577255,-89.9450293,01/01/2022,12/31/2022
125207798,15-6920-53364,Little Addie Lake,petit lac Addie,,48.1541623,-90.4183445,01/01/2022,12/31/2022
125207799,16-3184-53931,Little Hawkeye Lake,petit lac Hawkeye,,48.6685533,-89.4620698,01/01/2022,12/31/2022
125207800,15-7124-53502,,,Little Head Lake (Unofficial Name),48.2711662,-90.1379426,01/01/2022,12/31/2022
125207801,16-3569-53856,,,Liver Lake (Unofficial Name),48.6090467,-88.9410316,01/01/2022,12/31/2022
125207802,16-2867-53470,,,Lizard Lake (Unofficial Name),48.2423306,-89.8731046,01/01/2022,12/31/2022
125207803,15-6966-53862,Loch Muich,loch Muich,,48.6040622,-90.344005,01/01/2022,12/31/2022
125207804,16-4022-54324,Lofquist Lake,lac Lofquist,,49.0385343,-88.3384337,01/01/2022,12/31/2022
125207806,16-3832-54355,,,Cockeram Lake 74 (Lorne's Lake) (Unofficial Name),49.0631411,-88.599399,01/01/2022,12/31/2022
125207807,16-3828-54144,,,Moonshine 111 Lake (Unofficial Name),48.8730557,-88.5990583,01/01/2022,12/31/2022
125207808,16-3965-54502,Malborne Lake,lac Malborne,,49.1975859,-88.4203959,01/01/2022,12/31/2022
125207809,16-4005-54522,Male Lake,lac Male,,49.218241,-88.3738617,01/01/2022,12/31/2022
125207810,16-2968-53735,Marble Lake,lac Marble,,48.491893,-89.7555115,01/01/2022,12/31/2022
125207811,16-2990-53307,Matson Lake,lac Matson,,48.0964687,-89.7015207,01/01/2022,12/31/2022
125207812,15-7055-53336,,,Camp Lake (Unofficial Name),48.1244872,-90.2386322,01/01/2022,12/31/2022
125207814,16-3826-54148,,,Moonshine 11 Lake (Unofficial Name),48.8772442,-88.6019196,01/01/2022,12/31/2022
125207815,16-3827-54155,Moonshine Lake,lac Moonshine,,48.8808954,-88.6033513,01/01/2022,12/31/2022
125207816,16-2860-53408,,,Morrison Lake (Unofficial Name),48.1863846,-89.8793924,01/01/2022,12/31/2022
125207817,16-3774-53972,Mutt Lake,lac Mutt,,48.7213721,-88.6689721,01/01/2022,12/31/2022
125207818,16-4014-54337,No Good Lake,lac No Good,,49.0485209,-88.3491589,01/01/2022,12/31/2022
125207819,16-3675-53936,Paradise Lake,lac Paradise,,48.6821594,-88.8055369,01/01/2022,12/31/2022
125207820,16-2943-53736,Peridotite Lake,lac Peridotite,,48.4928025,-89.7809559,01/01/2022,12/31/2022
125207821,16-3915-54232,,,Peter's Lake (Unofficial Name),48.9538702,-88.4825236,01/01/2022,12/31/2022
125207822,16-3770-54144,Pocket Lake,lac Pocket,,48.8718415,-88.6776332,01/01/2022,12/31/2022
125207823,16-2876-53631,,,Ranger Lake (Unofficial Name),48.3875563,-89.8696054,01/01/2022,12/31/2022
125207824,15-7162-53410,,,Rock Lake (Unofficial Name),48.1874363,-90.0912749,01/01/2022,12/31/2022
125207825,16-3556-53892,Roll Lake,lac Roll,,48.6415677,-88.9593153,01/01/2022,12/31/2022
125207826,15-7049-53481,,,Sand North Lake (Unofficial Name),48.2550614,-90.2398912,01/01/2022,12/31/2022
125207827,15-6998-53397,Scott Lake,lac Scott,,48.1808992,-90.3138162,01/01/2022,12/31/2022
125207828,15-7009-53394,,,Lake Scott 2 (Unofficial Name),48.1781124,-90.2971136,01/01/2022,12/31/2022
125207829,16-3742-54175,Shale Lake,lac Shale,,48.8934279,-88.7211997,01/01/2022,12/31/2022
125207830,16-3989-54300,Shoepac Lake,lac Shoepac,,49.0137599,-88.3790462,01/01/2022,12/31/2022
125207831,15-6737-53919,Sitches Lake,lac Sitches,,48.6571789,-90.6406095,01/01/2022,12/31/2022
125207832,15-7175-53413,,,South Castle Lake (Unofficial Name),48.1896882,-90.0736538,01/01/2022,12/31/2022
125207833,16-2920-53353,,,South Fallingsnow East Lake (Unofficial Name),48.1392638,-89.7962524,01/01/2022,12/31/2022
125207834,16-2917-53357,,,South Fallingsnow West Lake (Unofficial Name),48.1424252,-89.8001888,01/01/2022,12/31/2022
125207835,16-3977-54319,Stillwater Lake,lac Stillwater,,49.0346432,-88.4040778,01/01/2022,12/31/2022
125207836,16-2818-53430,Sunset Lake,lac Sunset,,48.2029062,-89.9372687,01/01/2022,12/31/2022
125207837,16-3763-53995,Sunset Lake,lac Sunset,,48.7380279,-88.6816363,01/01/2022,12/31/2022
125207838,15-6941-53885,,,Teardrop Lake (Unofficial Name),48.6211686,-90.3668482,01/01/2022,12/31/2022
125207839,16-2875-53620,,,Ten Minute Lake (Unofficial Name),48.3770077,-89.8704437,01/01/2022,12/31/2022
125207840,16-3842-54153,Thompson Lake,lac Thompson,,48.8812335,-88.5782454,01/01/2022,12/31/2022
125207841,16-3083-53519,,,Lake Thompson 2 (Unofficial Name),48.2933949,-89.5851459,01/01/2022,12/31/2022
125207842,16-2956-53754,Thunder Lake,lac Thunder,,48.4987118,-89.7676502,01/01/2022,12/31/2022
125207843,16-3465-54002,,,Tuesday Lake (Unnamed Lake) (Unofficial Name),48.7375861,-89.0880485,01/01/2022,12/31/2022
125207844,16-2899-53399,,,Twin Mountain Lake (Unofficial Name),48.1796871,-89.825886,01/01/2022,12/31/2022
125207845,16-3924-54324,,,Hele Lake 9 (Unofficial Name),49.0366777,-88.4721214,01/01/2022,12/31/2022
125207846,16-3948-54323,,,Nipigon Lake 19 (Unofficial Name),49.0368221,-88.4392871,01/01/2022,12/31/2022
125207847,16-3921-54291,,,Hele Lake 20 (Unofficial Name),49.0067891,-88.4780055,01/01/2022,12/31/2022
125207848,16-3926-54284,,,Hele Lake 21 (Unofficial Name),49.001098,-88.4686112,01/01/2022,12/31/2022
125207849,16-3876-54249,,,Hele Lake 22 (Unofficial Name),48.9684733,-88.5352899,01/01/2022,12/31/2022
125207850,16-3962-54318,,,Nipigon Lake 34 (Unofficial Name),49.0320217,-88.4201314,01/01/2022,12/31/2022
125207851,16-3954-54218,,,Nipigon Lake 39 (Unofficial Name),48.9419574,-88.4284996,01/01/2022,12/31/2022
125207852,15-7090-53450,Wasp Lake,lac Wasp,,48.2257521,-90.1874203,01/01/2022,12/31/2022
125207853,15-6907-53333,,,West Arrow Lake (Unofficial Name),48.1261724,-90.4371171,01/01/2022,12/31/2022
125207854,16-3197-53968,,,Unnamed Lake (Unofficial Name),48.70029,-89.4507051,01/01/2022,12/31/2022
125207855,16-3792-54105,MacDonalds Lake,lac MacDonalds,West MacDonald Lake (Unofficial Name),48.8379605,-88.6460672,01/01/2022,12/31/2022
125207856,16-3140-54842,Amanda Lake,lac Amanda,Tarrison Lake A (Amanda Lake) (Unofficial Name),49.4833876,-89.5681615,01/01/2022,12/31/2022
125207857,16-3170-54855,Badger Lake,lac Badger,Tarrison Lake E (Badger Lake) (Unofficial Name),49.49678,-89.5273798,01/01/2022,12/31/2022
125207858,16-3044-54768,Dayle Lake,lac Dayle,Tarrison Lake D (Unofficial Name),49.4145456,-89.6965394,01/01/2022,12/31/2022
125207859,16-2850-53457,,,Jinx Lake A (Unofficial Name),48.2289993,-89.8922192,01/01/2022,12/31/2022
125207860,16-2843-53456,,,Strange Lake 81E (Unofficial Name),48.2285757,-89.9052884,01/01/2022,12/31/2022
125207861,16-2850-53457,,,Jinx Lake A (Unofficial Name),48.2289993,-89.8922192,01/01/2022,12/31/2022
125207862,16-4188-54594,Keemle Lake,lac Keemle,,49.2832821,-88.115521,01/01/2022,12/31/2022
125207863,16-4483-55053,Pasha Lake,lac Pasha,,49.7005473,-87.7167119,01/01/2022,12/31/2022
125207864,16-4736-54180,Ambrose Lake,lac Ambrose,,48.9155397,-87.3605115,01/01/2022,12/31/2022
125207865,16-5096-54014,Angel Lake,lac Angel,,48.76784,-86.87003,01/01/2022,12/31/2022
125207866,16-6692-54955,,,Arnott Lake 19 (Unofficial Name),49.5906251,-84.6591037,01/01/2022,12/31/2022
125207867,16-4864-54119,Ashmore Lake,lac Ashmore,,48.8617531,-87.1866353,01/01/2022,12/31/2022
125207868,16-6674-53739,,,Atkinson Lake 1 (Unofficial Name),48.5180812,-84.7646334,01/01/2022,12/31/2022
125207869,16-4544-54237,Ault Lake,lac Ault,,48.96646,-87.62369,01/01/2022,12/31/2022
125207870,16-6749-54444,Belanger Lake,lac Bélanger,,49.1298,-84.60216,01/01/2022,12/31/2022
125207871,16-4963-54124,Bews Lake,lac Bews,,48.85859,-87.05498,01/01/2022,12/31/2022
125207872,16-6858-53375,,,Big Lake (Unofficial Name),48.1638423,-84.5013159,01/01/2022,12/31/2022
125207873,16-4507-54212,Bluebill Lake,lac Bluebill,,48.94369,-87.67313,01/01/2022,12/31/2022
125207874,16-4818-54224,Bluff Lake,lac Bluff,,48.9566432,-87.2486922,01/01/2022,12/31/2022
125207875,16-5833-54694,,,Bob Lake (Unofficial Name),49.3733886,-85.8532364,01/01/2022,12/31/2022
125207876,16-5759-53939,Botham Lake,lac Botham,,48.69591,-85.9686,01/01/2022,12/31/2022
125207877,16-6187-53886,Buck Lake,lac Buck,,48.64147,-85.38857,01/01/2022,12/31/2022
125207878,16-6721-54992,Cantin Lake,lac Cantin,,49.6222598,-84.6171014,01/01/2022,12/31/2022
125207879,16-6708-53091,Centennial Lake,lac Centennial,,47.91452,-84.71438,01/01/2022,12/31/2022
125207880,16-5871-54869,First Lake,lac First,,49.5309,-85.79582,01/01/2022,12/31/2022
125207881,16-4781-54365,Chapman Lake,lac Chapman,,49.07884,-87.30051,01/01/2022,12/31/2022
125207882,16-4817-54236,Charlotte Lake,lac Charlotte,,48.9589012,-87.2701497,01/01/2022,12/31/2022
125207883,16-6724-54985,Claire Lake,lac Claire,,49.61675,-84.61273,01/01/2022,12/31/2022
125207884,16-6302-53923,Clearwater Lake,lac Clearwater,,48.67202,-85.23134,01/01/2022,12/31/2022
125207885,16-6554-53431,Cruise Lake,lac Cruise,,48.22368,-84.90827,01/01/2022,12/31/2022
125207886,16-7203-53127,,,Curry A Lake (Unofficial Name),47.932024,-84.0501804,01/01/2022,12/31/2022
125207887,16-7202-53120,,,Curry B Lake (Unofficial Name),47.9253087,-84.0521823,01/01/2022,12/31/2022
125207888,16-7198-53117,,,Curry C Lake (Unofficial Name),47.9231407,-84.0571253,01/01/2022,12/31/2022
125207889,16-6189-53871,Dead Lake,lac Dead,,48.62785,-85.38608,01/01/2022,12/31/2022
125207890,16-5406-54956,McKay Lake,lac McKay,,49.6134,-86.43808,01/01/2022,12/31/2022
125207891,16-4816-54202,Deep Lake,lac Deep,,48.9344244,-87.2510032,01/01/2022,12/31/2022
125207892,16-5015-54075,,,Dew Lake (Unofficial Name),48.8207116,-86.9789464,01/01/2022,12/31/2022
125207893,16-6891-53352,,,Disappointment Lake (Unofficial Name),48.1439808,-84.4585052,01/01/2022,12/31/2022
125207894,16-6728-54428,Doran Lake,lac Doran,,49.11536,-84.63216,01/01/2022,12/31/2022
125207895,16-6180-53880,,,Dragline Lake (Unofficial Name),48.6347855,-85.4062035,01/01/2022,12/31/2022
125207896,16-5009-54084,,,Drop Lake (Unofficial Name),48.8291433,-86.9878488,01/01/2022,12/31/2022
125207897,16-6674-53114,Dycie Lake,lac Dycie,,47.93646,-84.758,01/01/2022,12/31/2022
125207898,16-6389-53685,,,South Shell Lake (Unofficial Name),48.4495347,-85.1302114,01/01/2022,12/31/2022
125207899,16-5071-54034,Echo Lake,lac Écho,,48.78535,-86.90281,01/01/2022,12/31/2022
125207900,16-6017-54451,Emerald Lake,lac Emerald,,49.1525835,-85.6046806,01/01/2022,12/31/2022
125207901,16-6690-54978,Emond Lake,lac Émond,,49.61148,-84.65995,01/01/2022,12/31/2022
125207902,16-4323-54961,Empire Lake,lac Empire,,49.615806,-87.9373086,01/01/2022,12/31/2022
125207903,16-5062-54109,Eric Lake,lac Eric,,48.85312,-86.91559,01/01/2022,12/31/2022
125207904,16-6696-54982,Eric Lake,lac Eric,,49.61453,-84.65162,01/01/2022,12/31/2022
125207905,16-6733-54994,Evelyn Lake,lac Evelyn,,49.62397,-84.60106,01/01/2022,12/31/2022
125207906,16-4175-54303,Fire Hill Lake,lac de la colline Fire,,49.0221884,-88.1286466,01/01/2022,12/31/2022
125207907,16-4506-54218,Flats Lake,lac Flats,,48.9482713,-87.6739638,01/01/2022,12/31/2022
125207908,16-6372-53869,,,Fog Lake (Unofficial Name),48.618535,-85.1473798,01/01/2022,12/31/2022
125207909,16-7002-53732,,,Francois Lake (Unofficial Name),48.482066,-84.2907416,01/01/2022,12/31/2022
125207910,16-6539-53424,Furnival Lake,lac Furnival,,48.21813,-84.92744,01/01/2022,12/31/2022
125207911,16-6748-54997,Gagnon Lake,lac Gagnon,,49.62675,-84.57911,01/01/2022,12/31/2022
125207912,16-5830-54434,Gaug Lake,lac Gaug,,49.1402906,-85.8634528,01/01/2022,12/31/2022
125207913,16-5071-54110,Gordon Lake,lac Gordon,,48.85396,-86.90308,01/01/2022,12/31/2022
125207914,16-7164-53517,,,,,,01/01/2022,12/31/2022
125207915,16-5362-54833,,,Hob Lake (Unofficial Name),49.5032946,-86.5000572,01/01/2022,12/31/2022
125207916,16-6720-54921,Hook Lake,lac Hook,,49.5591368,-84.6208035,01/01/2022,12/31/2022
125207917,17-3251-53143,Igloo Lake,lac Igloo,,47.95981,-83.34263,01/01/2022,12/31/2022
125207918,16-4741-54101,Jason Lake,lac Jason,,48.8457886,-87.3530318,01/01/2022,12/31/2022
125207919,16-6341-53719,,,Jerrards Lake (Unofficial Name),48.4879559,-85.185104,01/01/2022,12/31/2022
125207920,16-6681-53163,Jubilee Lake,lac Jubilee,,47.9806306,-84.7480931,01/01/2022,12/31/2022
125207921,16-6169-54127,,,Kabossakwa Pothole (Unofficial Name),48.8582935,-85.4062621,01/01/2022,12/31/2022
125207922,16-6277-54224,,,Kleins Pothole (Unofficial Name),48.9433837,-85.2560541,01/01/2022,12/31/2022
125207923,16-6022-54491,,,Nickle Lake 34 (Unofficial Name),49.1879816,-85.596964,01/01/2022,12/31/2022
125207924,16-6043-53379,,,Nickle Lake 35 (Unofficial Name),49.1904964,-85.5900334,01/01/2022,12/31/2022
125207924,16-6022-54491,,,Nickle Lake 34 (Unofficial Name),49.1879816,-85.596964,01/01/2022,12/31/2022
125207925,16-6029-54492,,,Nickle Lake 36 (Unofficial Name),49.1815021,-85.6022414,01/01/2022,12/31/2022
125207925,16-6028-54493,,,Lake 15B-35 (Unofficial Name),49.1905411,-85.5900436,01/01/2022,12/31/2022
125207926,16-5397-55499,,,E-11 Lake (Unofficial Name),50.1014141,-86.445162,01/01/2022,12/31/2022
125207927,16-4827-54059,Lamont Lake,lac Lamont,,48.80784,-87.23532,01/01/2022,12/31/2022
125207928,16-6321-53802,Leo's Lake,lac de Leo,Lake 8-I-24 (Unofficial Name),48.5632774,-85.209944,01/01/2022,12/31/2022
125207929,16-6728-54993,Lewis Lake,lac Lewis,,49.62397,-84.608,01/01/2022,12/31/2022
125207930,16-4161-54408,Limestone Lake,lac Limestone,,49.1099694,-88.1614943,01/01/2022,12/31/2022
125207931,16-6171-54022,Little Flood Lake,petit lac Flood,,48.76341,-85.40664,01/01/2022,12/31/2022
125207932,16-6946-55113,Little Hart Lake,petit lac Hart,,49.7246312,-84.2988688,01/01/2022,12/31/2022
125207933,16-4862-54295,,,Little Harvie Lake (Unofficial Name),49.0202774,-87.1887892,01/01/2022,12/31/2022
125207934,16-6751-54437,Lovely Lake,lac Lovely,,49.1232362,-84.6006682,01/01/2022,12/31/2022
125207935,16-4752-54161,Lower Ross Lake,lac Lower Ross,,48.89924,-87.33838,01/01/2022,12/31/2022
125207937,16-7143-53331,Manton Lake,lac Manton,,48.11674,-84.12102,01/01/2022,12/31/2022
125207938,16-4188-54630,McAvay Lake,lac McAvay,,49.3131158,-88.1091335,01/01/2022,12/31/2022
125207939,16-6066-53713,,,Mercury Lake (Unofficial Name),48.4879213,-85.5577125,01/01/2022,12/31/2022
